"Theme","IndDropdown","TimePeriod","Sex","Age","CategoryType","Category","SubCategory","Count","Denominator","Value","LCI","UCI","YAxisLabel","ValueNote"
"Life expectancy","Life expectancy","2019","Female","All ages","Region","Yorkshire and The Humber","Yorkshire and The Humber",NA,NA,82.7,82.6,82.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Region","East Midlands","East Midlands",NA,NA,78.5,78.3,78.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Region","East of England","East of England",NA,NA,79.6,79.5,79.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Region","London","London",NA,NA,79,78.9,79.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Region","North East","North East",NA,NA,76.9,76.7,77.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Region","North West","North West",NA,NA,77,76.9,77.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Region","South East","South East",NA,NA,80.1,79.9,80.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Region","South West","South West",NA,NA,80.1,80,80.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Region","West Midlands","West Midlands",NA,NA,77.6,77.5,77.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Male","All ages","Region","Yorkshire and The Humber","Yorkshire and The Humber",NA,NA,77.6,77.4,77.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Region","East Midlands","East Midlands",NA,NA,82.3,82.1,82.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Region","East of England","East of England",NA,NA,83.5,83.3,83.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Region","London","London",NA,NA,83.5,83.4,83.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Region","North East","North East",NA,NA,80.9,80.7,81.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Region","North West","North West",NA,NA,81,80.9,81.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Region","South East","South East",NA,NA,83.7,83.6,83.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Region","South West","South West",NA,NA,83.8,83.7,84,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Region","West Midlands","West Midlands",NA,NA,81.8,81.7,82,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2020","Female","All ages","Region","Yorkshire and The Humber","Yorkshire and The Humber",NA,NA,81.7,81.5,81.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Region","East Midlands","East Midlands",NA,NA,78.31,78.14,78.48,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Region","East of England","East of England",NA,NA,79.66,79.52,79.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Region","London","London",NA,NA,79.51,79.37,79.64,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Region","North East","North East",NA,NA,77.07,76.83,77.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Region","North West","North West",NA,NA,77.1,76.96,77.24,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Region","South East","South East",NA,NA,79.83,79.71,79.95,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Region","South West","South West",NA,NA,79.89,79.74,80.05,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Region","West Midlands","West Midlands",NA,NA,77.75,77.59,77.91,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Male","All ages","Region","Yorkshire and The Humber","Yorkshire and The Humber",NA,NA,77.95,77.79,78.11,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Region","East Midlands","East Midlands",NA,NA,82.32,82.16,82.48,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Region","East of England","East of England",NA,NA,83.33,83.19,83.47,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Region","London","London",NA,NA,83.77,83.64,83.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Region","North East","North East",NA,NA,81.22,81,81.44,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Region","North West","North West",NA,NA,81.25,81.11,81.38,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Region","South East","South East",NA,NA,83.72,83.61,83.84,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Region","South West","South West",NA,NA,83.84,83.7,83.99,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Region","West Midlands","West Midlands",NA,NA,82.02,81.87,82.17,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2021","Female","All ages","Region","Yorkshire and The Humber","Yorkshire and The Humber",NA,NA,81.97,81.81,82.12,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","England",NA,NA,74,73.8,74.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","01 = most deprived","England",NA,NA,74,73.8,74.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","England",NA,NA,75.8,75.7,76,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","02","England",NA,NA,75.8,75.7,76,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","England",NA,NA,77.2,77,77.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","03","England",NA,NA,77.2,77,77.4,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","England",NA,NA,78.7,78.5,78.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","04","England",NA,NA,78.7,78.5,78.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","England",NA,NA,79.5,79.4,79.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","05","England",NA,NA,79.5,79.4,79.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","England",NA,NA,80.4,80.3,80.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","06","England",NA,NA,80.4,80.3,80.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","England",NA,NA,81,80.8,81.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","07","England",NA,NA,81,80.8,81.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","England",NA,NA,81.5,81.3,81.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","08","England",NA,NA,81.5,81.3,81.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","09","England",NA,NA,82.1,81.9,82.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","09","England",NA,NA,82.1,81.9,82.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","10 = least deprived","England",NA,NA,83.2,83,83.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Male","All ages","Deprivation deciles","10 = least deprived","England",NA,NA,83.2,83,83.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","01 = most deprived","England",NA,NA,78.6,78.4,78.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","01 = most deprived","England",NA,NA,78.6,78.4,78.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","02","England",NA,NA,80.2,80,80.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","02","England",NA,NA,80.2,80,80.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","03","England",NA,NA,81.5,81.3,81.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","03","England",NA,NA,81.5,81.3,81.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","04","England",NA,NA,82.4,82.3,82.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","04","England",NA,NA,82.4,82.3,82.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","05","England",NA,NA,82.9,82.8,83.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","05","England",NA,NA,82.9,82.8,83.1,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","06","England",NA,NA,83.4,83.3,83.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","06","England",NA,NA,83.4,83.3,83.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","07","England",NA,NA,84.1,84,84.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","07","England",NA,NA,84.1,84,84.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","08","England",NA,NA,84.4,84.3,84.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","08","England",NA,NA,84.4,84.3,84.6,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","09","England",NA,NA,85,84.9,85.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","09","England",NA,NA,85,84.9,85.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","10 = least deprived","England",NA,NA,86,85.9,86.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2015","Female","All ages","Deprivation deciles","10 = least deprived","England",NA,NA,86,85.9,86.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","01 = most deprived","England",NA,NA,73.7,73.6,73.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","01 = most deprived","England",NA,NA,73.7,73.6,73.9,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","02","England",NA,NA,76.2,76,76.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","02","England",NA,NA,76.2,76,76.3,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","03","England",NA,NA,77.5,77.4,77.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","03","England",NA,NA,77.5,77.4,77.7,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","04","England",NA,NA,78.8,78.7,79,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","04","England",NA,NA,78.8,78.7,79,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","05","England",NA,NA,79.8,79.7,80,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","05","England",NA,NA,79.8,79.7,80,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","06","England",NA,NA,80.6,80.5,80.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","06","England",NA,NA,80.6,80.5,80.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","07","England",NA,NA,81.1,80.9,81.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","07","England",NA,NA,81.1,80.9,81.2,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","08","England",NA,NA,81.7,81.5,81.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","08","England",NA,NA,81.7,81.5,81.8,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","09","England",NA,NA,82.3,82.2,82.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","09","England",NA,NA,82.3,82.2,82.5,"Life expectancy (years)",NA
"Life expectancy","Life expectancy","2016","Male","All ages","Deprivation deciles","10 = least deprived","England",NA,NA,83.4,83.2,83.5,"Life expectancy (years)",NA
